Rank (PTS),Image URL,ESPN URL,Name,College,Position,GP,MIN,PTS,FGM,FGA,FGPct,3PM,3PA,3PPct,FTM,FTA,FTPct,REB,AST,STL,BLK,TO
384,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2352.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5314516/emmett-adair,Emmett Adair,L-MD,F,24,24.8,14.2,5.4,11.5,46.9,1.7,5.1,33.3,1.6,2,81.3,5.3,1,0.3,0.3,1.5
385,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2628.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5164368/david-punch,David Punch,TCU,F,26,29.8,14.2,5.4,10.3,52.4,0.3,1.3,24.2,3.1,5.1,60.6,6.7,2,1.4,2.1,1.6
386,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2739.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5176814/marcus-hall,Marcus Hall,GB,F,27,34.5,14.1,4.3,9.1,47,2.1,5.3,40.8,3.4,4.5,76,5.4,2.5,0.4,0.2,1.6
386,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2534.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5179294/poboigh-king,Po'Boigh King,SHSU,G,27,28.6,14.1,4.7,11.2,41.6,2.3,6.2,36.5,2.6,3,84.1,2,1.6,0.7,0.2,0.9
388,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2529.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4712834/dashon-gittens,Dashon Gittens,SHU,G,29,33.7,14.1,4.8,9.1,52.5,1.5,3.6,42.3,3.1,4.2,73.8,5.8,2.7,1.6,0.8,2
388,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2546.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5314339/luke-almodovar,Luke Almodovar,SEMO,G,29,26.7,14.1,4.7,11,42.8,2.1,6.4,33.3,2.6,3.4,74,3.4,0.7,1,0.2,1
390,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/195.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5108006/javan-simmons,Javan Simmons,OHIO,F,27,26.6,14.1,4.9,9.3,52.8,0.1,0.9,16,4.2,6.3,66.9,5.4,1.4,0.6,0.7,1.8
391,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/13.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5242269/cayden-ward,Cayden Ward,CP,G,28,29.3,14.1,4.6,10.2,44.9,1.6,5.1,31.5,3.4,4.6,72.3,5.9,1.4,0.9,0.2,3
392,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2739.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5241635/cj-ohara,C.J. O'Hara,GB,G,30,32.1,14.1,4.8,8.4,56.9,0.2,0.8,30.4,4.3,5.4,78.5,4.4,1.3,1.1,0.2,1.5
393,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2378.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5313186/jahlikai-king,Jah'Likai King,UMBC,G,25,32.6,14.1,4.7,11.6,40.7,1.4,4.8,28.9,3.2,4,81.8,3.6,1.6,0.9,0.2,1.3
394,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2309.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4593739/morgan-safford,Morgan Safford,KENT,G,26,31.4,14.1,4.2,10.3,40.5,2.2,6,35.7,3.5,4.5,79.3,5.9,1.5,0.9,0.5,1.6
395,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/295.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4896969/jordan-battle,Jordan Battle,ODU,G,29,32.9,14.1,3.8,9.5,39.6,2.2,5.4,41.7,4.3,5.1,85,4.6,2.9,1.5,0,1.9
396,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/194.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4895776/devin-royal,Devin Royal,OSU,F,25,32.4,14,5,10.3,48.6,1.1,3.4,31.8,3,3.8,78.7,5.6,1.7,0.6,0.2,1.9
396,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2116.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5105529/riley-kugel,Riley Kugel,UCF,G,25,28.9,14,5,12.1,40.9,1.8,4.7,38.1,2.3,3,78.4,3.2,2.7,0.9,0.3,1.8
398,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2449.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5107273/damari-wheeler-thomas,Damari Wheeler-Thomas,NDSU,G,26,30.7,14,4.3,10.9,39.6,2.1,5.7,36.7,3.3,4.3,77.7,3.7,2.8,1.2,0,1.5
399,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2599.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4565698/bryce-hopkins,Bryce Hopkins,SJU,F,27,27.9,14,4.7,10.3,46.2,0.7,2.3,29,3.9,5.3,73.4,6.1,2.1,1.1,0.3,1.3
399,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/99.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5107264/marquel-sutton,Marquel Sutton,LSU,F,27,31.3,14,4.6,10,45.9,1,3.7,28.3,3.8,4.6,82.4,7.6,0.6,0.6,0.3,0.9
399,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2193.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5174800/blake-barkley,Blake Barkley,ETSU,F,27,28.7,14,4.8,8.3,57.8,0.5,1.4,36.8,3.9,4.6,85.4,5.7,1.1,0.8,0.2,1.5
402,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/195.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5108011/aidan-hadaway,Aidan Hadaway,OHIO,F,28,31.3,14,5.7,11.8,48.5,1.2,4.4,27.9,1.4,2,69.6,7.4,2.1,0.8,0.6,1.8
402,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2066.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5177097/jeremiah-quigley,Jeremiah Quigley,BING,G,28,36.9,14,4.9,10.8,45.2,0.3,1.6,17.8,4,5.1,78.5,4.6,6.5,1.2,0,3.2
402,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2441.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5185239/jabri-fitzpatrick,Jabri Fitzpatrick,NHVN,G,28,34,14,4.9,11,44.7,1.1,3.7,29.8,3.1,4.3,71.7,4.7,2.5,1.8,0.1,2.1
405,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2330.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5177250/trent-mosquera,Trent Mosquera,LEM,G,29,32,14,4.7,11.2,42,2.6,6.8,37.4,2,2.7,74.7,5.7,2.3,1.5,0.7,2.1
405,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2110.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5239780/ty-robinson,Ty Robinson,CARK,G,29,27.3,14,4.9,10.8,45.2,2.2,6.2,35.2,2.1,2.7,78.5,5.7,2.2,1.8,0.2,1.2
407,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/93.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5313873/roman-domon,Roman Domon,MUR,G,30,24.1,14,3.9,7.9,49.6,1.3,3.5,38.1,4.8,6.1,79.7,5.1,1.5,1.1,0.1,1.6
408,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/152.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4683860/quadir-copeland,Quadir Copeland,NCSU,G,27,27.9,14,4.6,9,50.8,0.8,1.9,42.3,4.1,5.3,76.9,3.6,6.8,1.9,0,2.6
408,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2638.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5106056/elijah-jones,Elijah Jones,UTEP,F,27,28,14,5.4,11,48.7,1.6,4.2,38.9,1.6,2.3,69.8,5.5,0.6,0.6,1.2,1
408,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/57.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5174657/alex-condon,Alex Condon,FLA,F,26,30.5,14,4.9,9.5,52,0.3,1.8,14.6,3.9,5.8,66.9,8,3.7,0.7,1.4,2.5
408,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2377.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5175726/tyshawn-archie,Tyshawn Archie,MCN,G,28,24.1,14,5.1,11.6,44.4,1.9,4.9,38.2,1.9,2,91.2,1.9,2.8,1.5,0.3,1.4
408,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2870.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5176937/deandre-craig-jr,DeAndre Craig Jr.,PFW,G,29,28.8,14,4.6,10.6,43.6,1.7,4.4,38.6,3.1,3.9,78.8,3.3,2.8,1.4,0,1.6
408,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2329.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5243042/hank-alvey,Hank Alvey,LEH,F,29,30.1,14,5.5,8.9,61.8,0.2,0.4,41.7,2.8,4.3,64.8,7,1.9,1.2,1.8,1.7
414,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/233.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5105758/jordan-crawford,Jordan Crawford,SDAK,G,29,30.3,14,4.8,11.6,41.2,2.3,6.6,35.8,2.1,2.9,73.5,2.7,1.3,1.2,0.1,1.3
415,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/245.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4593815/rashaun-agee,Rashaun Agee,TA&M,F,27,25.8,14,4.7,9.7,48.7,0.5,2.4,21.9,4,5.3,75.7,8.9,2.4,1,0.8,1.2
415,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/305.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5105796/cj-gunn,CJ Gunn,DEP,G,27,27.9,14,5.1,12.1,41.8,1.8,5.4,33.8,2,2.6,76.1,3.7,2,1.1,0.7,2.1
417,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2116.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4704078/themus-fulks,Themus Fulks,UCF,G,26,32.2,14,5.3,11,47.7,0.6,1.4,43.2,2.8,3.5,79.3,3,6.7,0.8,0,3.2
417,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2612.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4898256/brent-bland,Brent Bland,SPU,G,26,32.9,14,4.2,10.7,38.8,2.8,7.5,36.9,2.9,3.7,78.9,4.7,1.5,2.2,0.3,1.1
419,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2571.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5177048/joe-sayler,Joe Sayler,SDST,G,29,32,13.9,4.9,11.1,43.7,2,4.9,41.3,2.2,2.7,81.8,3.5,2.2,0.5,0.1,1.8
419,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/112358.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5177096/greg-gordon,Greg Gordon,LIU,G,29,33.8,13.9,6.2,11,56.6,0.2,0.9,24,1.2,3,41.4,5.6,2.7,1.7,0.8,1.8
419,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2473.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5177207/tuburu-naivalurua,Tuburu Naivalurua,OAK,F,29,32,13.9,5.3,10.7,50.2,0.5,1.6,31.9,2.7,3.8,71.2,6.1,1.8,1.2,1.1,1.2
422,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/94.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5106776/lj-wells,LJ Wells,NKU,F,28,30,13.9,4.8,8.6,55.8,0.5,1.6,30.4,3.9,5.7,67.5,7,1.9,1.3,0.9,1.9
422,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/213.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5125192/freddie-dilione-v,Freddie Dilione V,PSU,G,28,26.9,13.9,5.5,11.6,47.1,1.2,4,29.2,1.8,2.2,83.6,3.3,2.3,1.2,0.1,1.5
422,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2529.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5243018/nyle-ralph-beyer,Nyle Ralph-Beyer,SHU,G,28,30.2,13.9,4.8,10.6,45.1,2.9,6.6,43.5,1.5,1.8,83.7,3.9,0.8,0.5,0.1,1
425,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2463.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4684167/joshua-ogarro,Joshua O'Garro,CSUN,G,27,33.3,13.9,5.4,11.4,47.1,1,3.3,30.7,2.2,3.7,58.4,9.4,2.9,1.1,0.7,2.4
425,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2253.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5176662/makaih-williams,Makaih Williams,GCU,G,27,26.6,13.9,4.5,10.6,42.7,1.7,5.1,32.4,3.2,4.1,78.4,2.8,2.2,1.1,0.1,1.6
427,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2459.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5241390/makhai-valentine,Makhai Valentine,NIU,G,26,30.7,13.9,4.4,10.5,42.1,2.5,6.8,36.7,2.6,3.2,80.7,5.3,1,1,0.2,1.3
428,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/213.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5144108/kayden-mingo,Kayden Mingo,PSU,G,25,31.8,13.9,5.3,11.3,46.6,0.7,3.2,22.5,2.6,3.7,71,3.4,4.4,2.2,0.1,1.9
429,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/227.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5239711/jonah-hinton,Jonah Hinton,URI,G,24,32,13.9,4.4,11.4,38.3,3,8.5,34.6,2.2,2.8,80.3,3,2.1,0.6,0.2,2
430,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2643.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5314553/braxton-williams,Braxton Williams,CIT,F,29,28.3,13.9,4.7,12.1,39.1,2.2,6.6,33.9,2.2,2.8,78,3,1.4,0.7,0.3,1.7
431,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/107.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5242942/tyler-boston,Tyler Boston,HC,G,28,31.8,13.9,4.5,10.3,43.3,1.5,4.1,36.8,3.5,4.4,79.5,3.5,3.4,0.9,0,1.8
432,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2084.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4684022/angelo-brizzi,Angelo Brizzi,BUF,G,27,28.7,13.9,4.4,9,48.6,1.7,4.1,40.5,3.5,4.1,85.5,2.6,1.6,1.9,0.3,1.9
432,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/145.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4712862/malik-dia,Malik Dia,MISS,F,27,23.7,13.9,5,11.3,44.4,0.5,2.1,25,3.3,4.7,70.6,6,0.9,0.6,0.9,1.6
432,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2670.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5175368/lazar-djokovic,Lazar Djokovic,VCU,F,27,27.4,13.9,4.1,7.9,52.8,0.7,1.7,38.3,4.9,6.4,76.4,5.7,1,0.6,1.3,1.5
432,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2638.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5176665/jamal-west-jr,Jamal West Jr.,UTEP,F,27,31.3,13.9,5.1,9.3,55.6,0.2,0.8,27.3,3.4,5.2,65,6.6,1.5,0.9,1.3,1.9
432,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/13.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5242268/peter-bandelj,Peter Bandelj,CP,G,27,31,13.9,4.1,9.6,43.1,1.9,5.2,36.4,3.7,4.3,86.2,4,3.3,1.2,0.2,2.6
437,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2132.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5075626/baba-miller,Baba Miller,CIN,F,25,31.6,13.9,5.1,9.5,53.6,0.3,1.7,18.6,3.4,5.1,66.4,10.2,3.4,0.9,1.3,2.1
438,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2385.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5243381/jake-lemelman,Jake Lemelman,MERC,G,29,29.5,13.9,5.2,11.9,44.2,1.8,4.6,40.2,1.6,1.9,83.3,2.6,3,1.3,0.1,1.7
439,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/356.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4684269/kylan-boswell,Kylan Boswell,ILL,G,21,31.7,13.9,4.7,10,46.4,1.3,4.3,30.8,3.2,4,80.7,4.4,3.6,0.8,0,1.2
439,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2627.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4896462/cam-mcdowell,Cam McDowell,TAR,G,21,23.9,13.9,4.9,10.2,47.4,1,3.1,33.8,3.1,3.5,87.8,3.3,1.2,1.7,0.2,1.9
441,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/46.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5175952/malik-mack,Malik Mack,GTWN,G,27,31.4,13.9,4.4,11.7,38,1.8,5.7,31.4,3.2,3.8,84.3,2.9,4.2,0.9,0.1,1.9
441,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/70.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5237588/jackson-rasmussen,Jackson Rasmussen,IDHO,F,27,30.9,13.9,5.1,10.3,49.5,0.9,3.1,30.1,2.7,3.9,69.5,4.4,1.3,0.6,0.3,2
443,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/158.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4592677/rienk-mast,Rienk Mast,NEB,F,26,28.6,13.8,5.2,11.3,45.4,1.5,4.8,32.3,2,2.5,81.3,6.2,3.1,0.5,0.3,1.8
444,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2473.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5313714/isaac-garrett,Isaac Garrett,OAK,F,25,29.2,13.8,5.2,9.8,52.8,0.2,0.9,22.7,3.2,3.9,82.7,7.2,2.4,1.2,1,1.9
445,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/349.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5176030/ryan-curry,Ryan Curry,ARMY,G,28,33.6,13.8,4.5,11,40.5,2.6,7.1,36.5,2.3,2.8,81,4.1,4.6,0.9,0.1,2.2
446,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/231.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4895755/asa-thomas,Asa Thomas,FUR,G,22,29,13.8,4.5,10.7,41.9,3.3,8.3,40.1,1.5,2,76.7,4.1,2.1,0.4,0.5,0.6
446,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2169.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5243399/ponce-james,Ponce James,DSU,G,22,32,13.8,4.6,12.2,38.1,1.6,4.7,34,3,3.5,85.5,2.6,3.3,2,0,2
448,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/61.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5174661/blue-cain,Blue Cain,UGA,G,27,28,13.8,5,10.5,47.3,1.4,4.8,29.2,2.5,2.8,89.3,5.2,2.5,1.5,0.1,0.9
449,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/103.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4683629/donald-hand-jr,Donald Hand Jr.,BC,G,24,33.2,13.8,4.1,12.3,33.6,1.3,5.5,23.3,4.3,6,71.3,5,1.4,0.5,0.1,1.8
450,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/222.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5182412/tyler-perkins,Tyler Perkins,VILL,G,27,29.2,13.8,4.8,10.9,44.4,1.9,5.2,36.2,2.3,3,75.3,5.6,1.6,1.1,0.3,0.7
450,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/9.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5311903/massamba-diop,Massamba Diop,ASU,C,27,29.3,13.8,5.2,9.1,57.6,0.1,0.5,28.6,3.2,4.3,74.1,6,1.1,0.7,2.1,1.7
452,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/94.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/4904206/kael-robinson,Kael Robinson,NKU,F,26,25.7,13.8,4.8,10.7,45.1,2.2,5.7,39.5,1.9,2.3,83.3,4.6,1.3,0.7,0.3,1.7
452,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2717.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5105455/cord-stansberry,Cord Stansberry,WCU,G,26,29.3,13.8,4.3,12.1,35.7,2,6.4,30.5,3.2,4,79.8,3.8,2,0.8,0,1.4
454,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2026.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5108925/alonzo-dodd,Alonzo Dodd,APP,G,30,31.5,13.8,4.9,10.4,47.1,1.1,3.9,29.1,2.8,4,70.2,5.2,4.4,0.8,0.3,2.5
455,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2415.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5263816/elijah-davis,Elijah Davis,MORG,G,21,34.1,13.8,4.9,10.6,46.2,0.2,0.9,21.1,3.8,5.4,69.9,3.5,6,1.4,0.1,2.5
456,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/12.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5041953/koa-peat,Koa Peat,ARIZ,F,25,27,13.8,5.4,10,54.2,0.2,0.7,33.3,2.6,4.4,60.6,5.4,2.6,0.7,0.7,1.7
456,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/356.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5175007/andrej-stojakovic,Andrej Stojakovic,ILL,G,25,27.3,13.8,5.1,10.2,49.6,0.7,2.8,24.6,2.9,3.5,83.9,4.5,1.1,0.4,0.5,1.4
458,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2099.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5176059/kahlil-singleton,Kahlil Singleton,CAN,G,28,34.5,13.8,4.4,10.8,40.5,2.9,7.6,38.2,2.1,2.4,88.2,3.2,0.9,0.3,0.1,0.6
458,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2539.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5176425/ryan-beasley,Ryan Beasley,SF,G,28,33.4,13.8,4.3,10.5,40.6,1.6,5,31.7,3.7,4.4,84.4,3.2,3.9,1.1,0.1,1.6
458,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/104.png&scale=crop&cquality=40&location=origin&w=40&h=40,https://www.espn.com/mens-college-basketball/player/_/id/5314460/chance-gladden,Chance Gladden,BU,G,28,32.9,13.8,4.5,9.8,46.4,0.9,3,30.6,3.8,4.2,89,3.3,4.9,0.7,0.2,2.6
